id,category,slokamrtam_reference,sloka_title,sloka_text,scripture_reference,word_by_word_meaning,translation
32, Guru-tattva,1.13,Śrī Guru is the mercy manifestation of Kṛṣṇa,"brahmāṇḍa bhramite kona bhāgyavān jīva
 guru-kṛṣṇa-prasāde pāya bhakti-latā-bīja",CC Mad 19.151,brahmāṇḍa bhramite—wandering in this universe; kona—some; bhāgyavān—most fortunate; jīva—living being; guru—of the spiritual master; kṛṣṇa—of Kṛṣṇa; prasāde—by the mercy; pāya—gets; bhakti-latā—of the creeper of devotional service; bīja—the seed.,"According to their karma, all living entities are wandering throughout the entire universe. Out of many millions of wandering living entities, one who is very fortunate gets an opportunity, by the mercy of both Kṛṣṇa and Guru, to receive the seed of the creeper of devotional service."
33, Guru-tattva,1.14,,"yasya prasādād bhagavat-prasādo
 yasyāprasādān na gatiḥ kuto 'pi",Śrī Gurvaṣṭakam 8,"prasādāt—by the grace; yasya—of whom (the Guru); prasādaḥ—(one receives)the mercy; bhagavat—of Kṛṣṇa; aprasādāt—without the grace; yasya—of Him; na—(there is) no; gatiḥ—(spiritual) perfection, goal; kutaḥ api—(to be attained) nowhere.","By the mercy of the spiritual master one receives the benediction of Kṛṣṇa. Without the grace of the spiritual master, one cannot attain the goal (of spiritual perfection)."
34, Guru-tattva,1.15,By the Mercy of Śrī Guru one attains Kṛṣṇa,"tāte kṛṣṇa bhaje, kare gurura sevana
 māyā-jāla chuṭe, pāya kṛṣṇera caraṇa",CC Mad 22.25,tāte—therefore; kṛṣṇa bhaje—if one worships Lord Kṛṣṇa; kare—performs; gurura sevana—service to his spiritual master; māyā-jāla chuṭe—gets free from the binding net of māyā; pāya—gets; kṛṣṇera caraṇa—shelter at the lotus feet of Kṛṣṇa.,"""If the conditioned soul engages in the service of the Lord and simultaneously carries out the orders of his spiritual master and serves him, he can get out of the clutches of māyā and become eligible for shelter at Kṛṣṇa's lotus feet."""
35, Guru-tattva,1.16,Guru may manifest in many forms,"cintāmaṇir jayati somagirir gurur me
 śikṣā-guruś ca bhagavān śikhi-piñcha-mauliḥ
 yat-pāda-kalpataru-pallava-śekhareṣu
 līlā-svayaṁvara-rasaṁ labhate jayaśrīḥ",Kṛṣṇa Karṇāmṛta,cintāmaṇiḥ jayati—all glory to Cintāmaṇi; soma-giriḥ—Somagiri (his initiating Guru); guruḥ—spiritual master; me—my; śikṣā-guruḥ—instructing spiritual master; ca—and; bhagavān—the Supreme Lord; śikhi-piñcha—with peacock feathers; mauliḥ—whose head; yat—whose; pāda—of the lotus feet; kalpa-taru—like desire trees; pallava—like new leaves; śekhareṣu—at the toe nails; līlā-svayam-vara—of conjugal pastimes; rasam—the mellow; labhate—obtains; jaya-śrī—Śrīmatī Rādhīka.,"""All glories to Cintāmaṇi and my initiating spiritual master, Somagiri. All glories to my instructing spiritual master, Bhagavān Śrī Kṛṣṇa, who wears peacock feathers in His crown. Under the shade of His lotus feet, which are like desire trees, Jayaśrī [Rādhārāṇī] enjoys the transcendental mellow of an eternal consort."""
36, Guru-tattva,1.17,Sri Guru is a manifestation of Kṛṣṇa,"kṛṣṇa, gurudvaya, bhakta, śakti, avatāra, prakāśa
 kṛṣṇa ei chaya-rūpe karena vilāsa",CC Ādi 1.32,"kṛṣṇa—the Supreme Lord, Śrī Kṛṣṇa; gurudvaya—both dīkṣā and śikṣā gurus; bhakta—the devotees; śakti—the potencies; avatāra—the incarnations; prakāśa—plenary portions; kṛṣṇa—Lord Kṛṣṇa; ei chaya-rūpe—in these six features; karena vilāsa—enjoys.","Lord Kṛṣṇa enjoys by manifesting Himself as the spiritual masters, the devotees, the diverse energies, the incarnations and the plenary portions. They are all six in one."
37, Guru-tattva,1.19,The dīkṣā Guru is Kṛṣṇa's rūpa,"guru kṛṣṇa-rūpa hana śāstrera pramāṇe
 guru-rūpe kṛṣṇa kṛpā karena bhakta-gaṇe",CC Ādi 1.45,guru—the spiritual master; kṛṣṇa-rūpa—as good as Kṛṣṇa; hana—is; śāstrera—of revealed scriptures; pramāṇe—by the evidence; guru-rūpe—in the form of the spiritual master; kṛṣṇa—Lord Śrī Kṛṣṇa; kṛpā—mercy; karena—distributes; bhakta-gaṇe—unto His devotees;,"According to śāstra, the Guru is a manifestation of Kṛṣṇa. Kṛṣṇa comes in the form of the Guru to show His mercy to the devotees."
38, Guru-tattva,1.2,The sikṣā Guru is Kṛṣṇa's svarūpa,"śikṣā-guruke ta' jāni kṛṣṇera svarūpa
 antaryāmī, bhakta-śreṣṭha,—ei dui rūpa",CC Ādi 1.47,śikṣā-guruke—the spiritual master who instructs; ta'—indeed; jāni—I know; kṛṣṇera—of Kṛṣṇa; sva-rūpa—the direct representative; antaryāmī—the indwelling Supersoul; bhakta-śreṣṭha—the best devotee; ei—these; dui—two; rūpa—forms.,"One should know the śikṣā Guru to be Kṛṣṇa Himself. In the form of caittya-guru, Kṛṣṇa gives encouragement and as the topmost devotee (ācārya) He gives association and śikṣā."
39, Guru-tattva,1.21,Kṛṣṇa appears externally as the ācārya and internally as the Supersoul,"naivopayanty apacitiṁ kavayas taveśa
 brahmāyuṣāpi kṛtam ṛddha-mudaḥ smarantaḥ
 yo 'ntar bahis tanu-bhṛtām aśubhaṁ vidhunvann
 ācārya-caittya-vapuṣā sva-gatiṁ vyanakti",SB 11.29.6,na eva—not at all; upayanti—are able to express; apacitim—their gratitude; kavayaḥ—learned devotees; tava—Your; īśa—O Lord; brahma-āyuṣā—with a lifetime equal to Lord Brahmā's; api—in spite of; kṛtam—magnanimous work; ṛddha—increased; mudaḥ—joy; smarantaḥ—remembering; yaḥ—who; antaḥ—within; bahiḥ—outside; tanu-bhṛtām—of those who are embodied; aśubham—misfortune; vidhunvan—dissipating; ācārya—of the spiritual master; caittya—of the Supersoul; vapuṣā—by the forms; sva—own; gatim—path; vyanakti—shows.,"[Śrī Uddhava said:] ""O my Lord! Transcendental poets and experts in spiritual science could not fully express their indebtedness to You, even if they were endowed with the prolonged lifetime of Brahmā, for You appear in two features—externally as the ācārya and internally as the Supersoul—to deliver the embodied living being by directing him how to come to You."""
40, Guru-tattva,1.22,"The jīva cannot see the Supersoul, therefore Kṛṣṇa appears as Śrī Guru","jīve sākṣāt nāhi tāte guru caittya-rūpe
 śikṣā-guru haya kṛṣṇa-mahānta-svarūpe",CC Ādi 1.58,"jīve—by the living entity; sākṣāt—direct experience; nāhi—there is not; tāte—therefore; guru—the spiritual master; caittya-rūpe—in the form of the Supersoul; śikṣā-guru—the spiritual master who instructs; haya—appears; kṛṣṇa—Kṛṣṇa; mahānta—the topmost devotee, the ācārya; sva-rūpe—in the form of.","Since a conditioned soul cannot directly experience the presence of the Supersoul [caittya-guru], He appears before us as a pure devotee. Such an exalted devotee is non-different than Kṛṣṇa Himself."
41, Guru-tattva,1.23,Bhagavān can only be worshiped through Śrī Guru,"prathaman tu guruṁ pūjyāṁ tataś caiva mamārcanam
 kurvan siddhim avāpnoti hy anyathā niṣphalaṁ bhavet",HBV 4.344,prathaman—firstly; tu—most importantly; guruṁ—Śrī Guru; pūjyām—should be worshipped; ca eva—and certainly; tataḥ—thereafter; mama arcanam—My worship; hi—certainly; kurvan—so doing; avāpnoti—one attains; siddhim—perfection; anyathā—otherwise; bhavet—(one's life) will become; niṣphalaṁ—fruitless.,"Śrī Kṛṣṇa says, ""One must always worship one's Guru first and only then worship Me. If one follows this process properly, one will naturally attain all perfection, but if one neglects this process then everything will be fruitless."""
42, Guru-tattva,1.24,One must approach the Lord through a Guru,"nārāyaṇo 'pi vikṛtiṁ yāti / guroḥ pracyutasya durbuddheḥ
 kamalaṁ jalād apetaṁ / śoṣayati ravir na poṣayati",Jaladākhyāna Saṁhitā,raviḥ—the sun; śoṣayati—dries; na poṣayati—does not nourish it; kamalam—the lotus; apetam—detached; jalāt—from the water; api—similarly; nārāyaṇaḥ—Lord Nārāyaṇa; yāti—becomes; vikṛtim—alienated; durbuddheḥ—from that evil minded person; pracyutasya—who has left; guroḥ—his Guru.,"When a lotus flower is situated in water, the rays of the sun cause it to blossom. The same sun, however, will wither a lotus which is not situated in water. In this example the Guru is compared to water and the Supreme Lord is compared with the sun."
43, Guru-tattva,1.25,Śrī Gurudeva as very dear to Śrī Mukunda,guru-varaṁ mukunda-preṣṭhatve smara param ajasram,Manaḥ-śikṣā 2,,Always remember and meditate on Śrī Gurudeva as very dear to Śrī Mukunda (because he is the intimate (maid)servant of Śrīmatī Rādhikā).
44, Guru-tattva,1.26,"If one is well-versed in kṛṣṇa-tattva, he should be accepted as Guru","kibā vipra, kibā nyāsī, śūdra kene naya
 yei kṛṣṇa-tattva-vettā, sei 'guru' haya",CC Mad 8.128,kibā—whether; vipra—a brāhmaṇa; kibā—whether; nyāsī—a sannyāsī; śūdra—a śūdra; kene—why; naya—not; yei—anyone who; kṛṣṇa-tattva-vettā—a knower of kṛṣṇa-tattva; sei—that person; guru—the spiritual master; haya—is.,"Whether one is a brāhmaṇa, a sannyāsī, a śūdra or whatever, if he is fully conversant with kṛṣṇa-tattva, he is eligible to become a Guru."
45, Guru-tattva,1.27,A Guru must be a Vaiṣṇava,"ṣaṭ-karma-nipuno vipro mantra-tantra viśāradaḥ
 avaiṣṇavo gurur na syād vaiṣṇavaḥ śvapaco guruḥ",HBV,ṣaṭ-karma—in the six prescribed duties of a brāhmaṇa; nipuṇaḥ—expert; vipraḥ—a brāhmaṇa; mantra—in the matter of hymns and mantras; tantra—and rules and regulations; viśāradaḥ—very skilled; avaiṣṇavaḥ—not a devotee of Kṛṣṇa; guruḥ—a spiritual master; na—not; syāt—may become; vaiṣṇavaḥ—a devotee of Kṛṣṇa; śva-pacaḥ—even though born in a family of dog-eaters; guruḥ—may become a Guru.,"A brāhmaṇa, though expert in the six kinds of activities of the performance of yajña, sacrifice, study of the śāstra and teaching it to others, giving in charity and accepting gifts from others, the skillful recitation of mantras, and who is learned in the science of tantra – cannot be accepted as Guru if he is not a Vaiṣṇava. On the other hand, if a person is born in the family of caṇdalas (dog eaters) but is devotedly engaged in the worship of Śrī Viṣṇu, he is fit to be accepted as Guru according to the śāstric injunction."
46, Guru-tattva,1.28,One must accept a sad-guru,"guru-śuśrūṣayā bhaktyā / sarva-labdhārpaṇena ca
 saṅgena sādhu-bhaktānām / īśvarārādhanena ca
 śraddhayā tat-kathāyāṁ ca / kīrtanair guṇa-karmaṇām
 tat-pādāmburuha-dhyānāt / tal-liṅgekṣārhaṇādibhiḥ",SB 7.7.30-31,"guru-śuśrūṣayā—by rendering service to the bona fide spiritual master; bhaktyā—with faith and devotion; sarva—all; labdha—of material gains; arpaṇena—by offering (to Śrī Guru, or to Kṛṣṇa through the Guru); ca—and; saṅgena—by the association; sādhu-bhaktānām—of devotees and saintly persons; īśvara—of the Supreme Personality of Godhead; ārādhanena—by the worship; ca—and; śraddhayā—with great faith; tat-kathāyām—in discourses about the Lord; ca—and; kīrtanaiḥ—by glorifications; guṇa-karmaṇām—of the transcendental qualities and activities of the Lord; tat—His; pāda-amburuha—on the lotus feet; dhyānāt—by meditation; tat—His; liṅga—forms (Deities); īkṣa—observing; arhaṇa-ādibhiḥ—and by worshiping.","""One must accept the bona fide Guru and render service unto him with great devotion and faith. Whatever one has in one's possession should be offered to Guru, and one must be in the association of saintly persons and devotees. One should worship the Lord, hear the glories of the Lord with faith, glorify the transcendental qualities and activities of the Lord, always meditate on the Lord's lotus feet, and worship the Deity of the Lord strictly according to the injunctions of śāstra and Guru."""
47, Guru-tattva,1.29,Faithful service to one's Guru pleases Kṛṣṇa the most,"nāham ijyā-prajātibhyāṁ / tapasopaśamena vā
 tuṣyeyaṁ sarva-bhūtātmā / guru-śuśrūṣayā yathā",SB 10.80.34,na—not; aham—I; ijyā—by ritual worship; prajātibhyām—the higher birth of brāhmaṇa initiation; tapasā—by austerity; upaśamena—by self-control; vā—or; tuṣyeyam—can be satisfied; sarva—of all; bhūta—beings; ātmā—the Soul; guru—to one's Guru; śuśrūṣayā—by faithful service; yathā—as.,"""I, the Soul of all beings, am not as satisfied by arcana (deity worship), brahminical initiation, tapasya or self-discipline as I am by faithful service rendered to one's spiritual master."""
48, Guru-tattva,1.3,Kṛṣṇa reveals Himself only to whom He chooses,"nāyam ātmā pravacanena labhyo
 na medhayā na bahunā śrutena
 yam evaiṣa vṛṇute tena labhyas
 tasyaiṣa ātmā vivṛṇute tanūṁ svām",Kaṭha Upaniṣad 1.2.23,nāyam—mundane knowledge; ātmā—knowledge of the Self; pravacanena—by discussing; labhyaḥ—comprehensible; na—not; medhayā—by mental power; na—not; bahunā—much; śrutena—by hearing; yam—for such a person; eva—indeed; eṣa—this knowledge; vṛṇute—is concealed; tena—by Him; labhyaḥ—comprehensible; tasya—His; eṣa—this; ātmā—knowledge of Himself; vivṛṇute—He reveals; tanūm—His own form; svām—by His own will.,"The Supreme Personality of Godhead, the Abolute Truth, is beyond all sense perception; beyond mental or intellectual powers, beyond any intelligence or philosophy. Kṛṣṇa reveals Himself only to whom He chooses to reveal Himself. Only that person can realise Him, no one else. Being pleased with that person's attitude of service (to one's Guru), Kṛṣṇa manifests to him His own form."
49, Guru-tattva,1.31,A qualified Guru and Disciple are very rare,"śravaṇayāpi bahubhir yo na labhyaḥ
 śṛṇvanto 'pi bahavo yaṁ na vidyuḥ
 āścaryo vaktā kuśalo 'sya labdhā
 āścaryo 'sya jñātā kuśalānuśiṣṭaḥ",Kathā Upaniṣad 1.2.7,,"Many cannot hear about the soul, and even after hearing about it many cannot understand it, because it is hard to find a Guru who is a genuine seer of the truth. Such a qualified Guru is a great soul and is very rare. Only those who follow his teachings can realise the truth and become expert in the science of God. Such disciples are also very rare."
50, Guru-tattva,1.32,Bogus 'Gurus' are common but a real Guru is rare,"guravo bahavaḥ santi śiṣya-vittāpahārakāḥ
 durlabhaḥ sad-gurur devi śiṣya-santāpahārakaḥ",Purāṇa-vākya,,"[Lord Śiva to Pārvatī:] Many 'Gurus' take advantage of their disciples and plunder them. They exploit their disciples and use them to amass wealth, but a Guru who can remove the miseries of his disciples is very rare."
